function	1_demultiplex.bc1005--bc1101.hifi_reads	1_demultiplex.bc1007--bc1056.hifi_reads	1_demultiplex.bc1007--bc1096.hifi_reads	1_demultiplex.bc1008--bc1082.hifi_reads	1_demultiplex.bc1012--bc1065.hifi_reads	1_demultiplex.bc1015--bc1044.hifi_reads	1_demultiplex.bc1015--bc1082.hifi_reads	1_demultiplex.bc1020--bc1107.hifi_reads	1_demultiplex.bc1022--bc1059.hifi_reads	1_demultiplex.bc1024--bc1100.hifi_reads	2_demultiplex.bc1005--bc1083.hifi_reads	2_demultiplex.bc1007--bc1045.hifi_reads	2_demultiplex.bc1007--bc1075.hifi_reads	2_demultiplex.bc1008--bc1101.hifi_reads	2_demultiplex.bc1012--bc1101.hifi_reads	2_demultiplex.bc1015--bc1033.hifi_reads	2_demultiplex.bc1015--bc1060.hifi_reads	2_demultiplex.bc1020--bc1096.hifi_reads	2_demultiplex.bc1022--bc1056.hifi_reads	2_demultiplex.bc1024--bc1056.hifi_reads	3_demultiplex.bc1005--bc1035.hifi_reads	3_demultiplex.bc1005--bc1096.hifi_reads	3_demultiplex.bc1007--bc1035.hifi_reads	3_demultiplex.bc1007--bc1044.hifi_reads	3_demultiplex.bc1007--bc1056.hifi_reads	3_demultiplex.bc1007--bc1096.hifi_reads	3_demultiplex.bc1008--bc1035.hifi_reads	3_demultiplex.bc1008--bc1082.hifi_reads	3_demultiplex.bc1012--bc1035.hifi_reads	3_demultiplex.bc1012--bc1044.hifi_reads	3_demultiplex.bc1012--bc1065.hifi_reads	3_demultiplex.bc1012--bc1107.hifi_reads	3_demultiplex.bc1015--bc1035.hifi_reads	3_demultiplex.bc1015--bc1044.hifi_reads	3_demultiplex.bc1022--bc1035.hifi_reads	3_demultiplex.bc1022--bc1059.hifi_reads	3_demultiplex.bc1022--bc1100.hifi_reads	3_demultiplex.bc1024--bc1035.hifi_reads	3_demultiplex.bc1024--bc1089.hifi_reads	4_demultiplex.bc1005--bc1060.hifi_reads	4_demultiplex.bc1007--bc1096.hifi_reads	4_demultiplex.bc1008--bc1096.hifi_reads	4_demultiplex.bc1012--bc1096.hifi_reads	4_demultiplex.bc1015--bc1044.hifi_reads	4_demultiplex.bc1015--bc1082.hifi_reads	4_demultiplex.bc1015--bc1096.hifi_reads	4_demultiplex.bc1020--bc1065.hifi_reads	4_demultiplex.bc1020--bc1096.hifi_reads	4_demultiplex.bc1024--bc1044.hifi_reads
1-ACYLGLYCEROL-3-P-ACYLTRANSFER-RXN	57.0	56.0	119.0	21.0	103.75	18.0	27.33	37.0	0.0	96.0	32.0	18.0	0.0	20.0	282.5	1.0	8.0	9.0	141.0	109.0	58.0	34.0	81.0	67.0	141.0	634.0	0.0	0.0	19.0	55.0	139.0	100.0	28.0	13.5	68.0	361.0	26.0	78.5	18.0	336.0	516.0	56.0	333.0	74.0	54.0	164.0	56.0	338.0	34.0
1.1.1.136-RXN	6.0	0.0	0.0	0.0	8.0	5.0	0.0	0.0	0.0	0.0	0.0	7.0	0.0	0.0	0.0	1.0	0.0	0.0	30.0	0.0	0.0	0.0	0.0	0.0	22.0	0.0	0.0	0.0	0.0	0.0	23.0	0.0	14.0	1.5	0.0	18.0	0.0	0.0	0.0	45.0	11.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	4.0
1.1.1.215-RXN	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	109.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1.1.1.253-RXN	0.0	0.0	0.0	0.0	8.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	0.0	30.0	0.0	0.0	0.0	0.0	0.0	22.0	0.0	0.0	0.0	0.0	0.0	8.0	0.0	14.0	0.0	0.0	18.0	0.0	0.0	0.0	0.0	10.0	4.0	0.0	15.0	0.0	0.0	0.0	0.0	4.0
1.1.1.261-RXN	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	15.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1.1.1.264-RXN	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	32.0	0.0	0.0	12.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	0.0	0.0	6.5	4.0	35.0	68.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0
1.1.1.271-RXN	0.0	28.0	28.0	0.0	50.75	9.0	1.33	34.0	0.0	0.0	11.0	2.0	0.0	0.0	73.0	0.0	0.0	0.0	33.0	45.0	31.0	7.0	0.0	17.0	67.0	116.0	0.0	0.0	13.0	5.0	56.0	50.0	14.0	6.0	18.0	77.0	17.0	0.0	0.0	117.0	58.0	28.0	85.0	22.0	32.0	13.0	8.0	103.0	17.0
1.1.1.292-RXN	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0
1.1.1.39-RXN	12.0	6.0	9.0	21.0	43.0	0.0	26.0	10.0	0.0	0.0	5.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	77.0	12.0	10.0	24.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	24.0	0.0	0.0	0.0	16.0	0.0	0.0	6.5	8.0	80.0	112.0	4.0	20.0	0.0	0.0	30.0	0.0	0.0	0.0
1.1.1.43-RXN	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	109.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1.1.1.51-RXN	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1.1.1.53-RXN	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	16.0	0.0	0.0	12.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	24.0	0.0	0.0	0.0	8.0	0.0	0.0	0.0	4.0	45.0	44.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1.1.1.83-RXN	0.0	22.0	19.0	7.0	0.0	4.0	0.0	0.0	0.0	0.0	6.0	9.0	0.0	0.0	64.0	0.0	0.0	0.0	6.0	0.0	20.0	11.0	0.0	17.0	20.0	225.0	0.0	0.0	6.0	5.0	63.0	50.0	0.0	6.0	12.0	59.0	9.0	6.5	0.0	117.0	72.0	24.0	94.0	22.0	12.0	23.0	6.0	59.0	13.0
1.1.3.41-RXN	6.0	0.0	0.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	16.0	0.0	0.0	12.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	14.0	0.0	0.0	0.0	4.0	0.0	54.0	0.0	19.0	0.0	0.0	10.0	0.0	0.0	0.0
1.1.99.25-RXN	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	109.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1.1.99.28-RXN	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	10.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1.10.2.2-RXN	15.0	22.0	43.0	0.0	0.0	4.0	0.0	0.0	0.0	32.0	6.0	9.0	0.0	0.0	104.0	0.0	8.0	3.0	28.0	0.0	16.0	7.0	11.0	28.0	36.0	250.0	0.0	0.0	6.0	20.0	62.0	50.0	0.0	6.0	12.0	134.0	9.0	24.0	1.0	108.0	102.0	28.0	113.0	37.0	17.0	49.0	20.0	128.0	13.0
1.11.1.15-RXN	33.0	56.0	107.0	14.0	199.25	13.0	27.33	61.0	0.0	32.0	32.0	11.0	0.0	15.0	300.5	4.0	16.0	3.0	61.0	257.0	61.0	24.0	35.0	45.0	144.0	693.0	0.0	0.0	26.0	25.0	94.0	100.0	14.0	18.0	58.0	247.0	34.0	43.5	9.0	239.0	313.0	64.0	237.0	104.0	69.0	82.0	30.0	275.0	30.0
1.12.1.3-RXN	0.0	0.0	0.0	0.0	14.25	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1.13.11.15-RXN	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	45.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1.13.11.16-RXN	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	24.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1.13.11.49-RXN	6.0	12.0	0.0	7.0	51.0	5.0	26.0	10.0	0.0	0.0	5.0	0.0	0.0	5.0	0.0	1.0	0.0	0.0	30.0	16.0	27.0	10.0	12.0	0.0	47.0	0.0	0.0	0.0	7.0	0.0	8.0	0.0	14.0	1.5	8.0	18.0	8.0	0.0	4.0	35.0	68.0	4.0	37.0	0.0	20.0	10.0	2.0	44.0	4.0
1.13.11.6-RXN	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	10.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1.13.11.9-RXN	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	19.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1.14.11.1-RXN	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	109.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1.14.11.18-RXN	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	32.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	14.0	0.0	0.0	0.0	0.0	0.0	0.0
1.14.11.2-RXN	0.0	0.0	0.0	0.0	29.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	14.0	0.0	0.0	0.0	0.0	0.0	0.0
1.14.13.59-RXN	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	16.0	0.0	0.0	12.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	24.0	0.0	0.0	0.0	8.0	0.0	0.0	6.5	4.0	45.0	54.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1.14.13.84-RXN	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	24.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	45.0	23.0	0.0	31.0	0.0	0.0	0.0	0.0	0.0	0.0
1.14.19.1-RXN	6.0	12.0	18.0	0.0	16.0	5.0	0.0	10.0	0.0	0.0	5.0	7.0	0.0	0.0	34.0	2.0	8.0	0.0	30.0	90.0	31.0	14.0	0.0	0.0	63.0	0.0	0.0	0.0	7.0	0.0	47.0	0.0	14.0	3.0	12.0	36.0	16.0	0.0	1.0	57.0	64.0	4.0	144.0	15.0	20.0	0.0	2.0	75.0	4.0
1.14.19.3-RXN	6.0	0.0	0.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	16.0	0.0	0.0	12.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	26.0	0.0	0.0	0.0	4.0	12.0	98.0	0.0	0.0	0.0	0.0	10.0	0.0	0.0	0.0
1.15.1.2-RXN	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1.17.1.1-RXN	0.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	47.0	0.0	0.0	0.0	0.0	0.0	9.0	4.0	0.0	0.0	16.0	109.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.0	10.0	0.0	14.0	15.0	0.0	0.0	0.0	0.0	0.0
1.17.4.2-RXN	0.0	0.0	0.0	0.0	42.75	0.0	1.33	34.0	0.0	0.0	0.0	0.0	0.0	15.0	41.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.5	0.0	0.0	0.0	0.0	14.0	0.0	0.0	0.0	0.0	0.0	0.0
1.17.99.1-RXN	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1.18.1.2-RXN	0.0	28.0	28.0	0.0	22.0	4.0	26.0	10.0	0.0	0.0	6.0	2.0	0.0	10.0	78.5	0.0	0.0	0.0	3.0	77.0	32.0	17.0	24.0	17.0	36.0	334.0	0.0	0.0	6.0	5.0	48.0	50.0	0.0	6.0	28.0	77.0	9.0	6.5	9.0	197.0	197.0	28.0	107.0	37.0	12.0	13.0	6.0	90.0	13.0
1.2.1.2-RXN	81.0	44.0	158.0	14.0	72.0	18.0	26.0	10.0	0.0	160.0	12.0	32.0	0.0	0.0	354.0	0.0	8.0	15.0	191.0	16.0	47.0	28.0	67.0	89.0	116.0	575.0	0.0	0.0	12.0	85.0	311.0	100.0	28.0	12.0	32.0	493.0	18.0	133.0	6.0	449.0	472.0	48.0	468.0	74.0	34.0	226.0	82.0	370.0	34.0
1.2.1.27-RXN	27.0	22.0	43.0	14.0	29.0	4.0	0.0	0.0	0.0	32.0	11.0	9.0	0.0	5.0	104.0	0.0	8.0	3.0	28.0	48.0	16.0	7.0	47.0	28.0	20.0	468.0	0.0	0.0	6.0	20.0	62.0	50.0	0.0	6.0	36.0	134.0	9.0	30.5	13.0	143.0	296.0	28.0	127.0	37.0	17.0	69.0	20.0	128.0	13.0
1.2.1.32-RXN	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	10.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1.2.1.45-RXN	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1.2.1.66-RXN	6.0	0.0	0.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	16.0	0.0	0.0	24.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	16.0	0.0	0.0	0.0	8.0	35.0	112.0	0.0	0.0	0.0	0.0	10.0	0.0	0.0	0.0
1.2.1.9-RXN	6.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.0	0.0	0.0	0.0	0.0	109.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	10.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1.2.4.4-RXN	6.0	6.0	0.0	0.0	77.0	5.0	2.66	17.0	0.0	0.0	0.0	14.0	0.0	0.0	47.5	0.0	0.0	0.0	30.0	0.0	21.0	10.0	0.0	0.0	72.0	218.0	0.0	0.0	14.0	0.0	38.0	0.0	14.0	0.0	12.0	0.0	16.0	0.0	0.0	59.0	42.0	8.0	53.0	0.0	50.0	0.0	4.0	88.0	4.0
1.2.7.8-RXN	0.0	22.0	19.0	0.0	47.5	4.0	0.0	34.0	0.0	0.0	6.0	16.0	0.0	0.0	146.0	0.0	0.0	0.0	3.0	0.0	20.0	19.0	0.0	17.0	20.0	116.0	0.0	0.0	6.0	5.0	126.0	50.0	0.0	6.0	12.0	59.0	9.0	0.0	1.0	252.0	83.0	28.0	129.0	22.0	12.0	13.0	6.0	90.0	13.0
1.3.1.25-RXN	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.0	0.0	0.0	109.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	0.0	0.0	0.0	4.0	0.0	44.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1.3.1.54-RXN	21.0	22.0	52.0	0.0	0.0	4.0	0.0	0.0	0.0	32.0	6.0	9.0	0.0	5.0	70.0	0.0	0.0	3.0	28.0	45.0	12.0	3.0	11.0	28.0	20.0	250.0	0.0	0.0	6.0	20.0	62.0	50.0	0.0	6.0	12.0	134.0	9.0	24.0	0.0	143.0	69.0	24.0	61.0	22.0	17.0	49.0	20.0	97.0	13.0
1.3.1.9-RXN	36.0	72.0	114.0	7.0	135.5	17.0	27.33	44.0	0.0	64.0	28.0	27.0	0.0	10.0	260.0	2.0	8.0	6.0	86.0	45.0	62.0	23.0	22.0	73.0	123.0	507.0	0.0	0.0	25.0	45.0	147.0	150.0	14.0	21.0	48.0	363.0	35.0	54.5	2.0	302.0	240.0	84.0	300.0	81.0	66.0	121.0	48.0	359.0	43.0
1.3.7.5-RXN	0.0	0.0	9.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	45.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1.3.99.16-RXN	30.0	44.0	86.0	14.0	0.0	13.0	0.0	0.0	0.0	64.0	12.0	4.0	0.0	0.0	166.0	0.0	0.0	6.0	86.0	0.0	40.0	30.0	22.0	56.0	62.0	718.0	0.0	0.0	12.0	40.0	222.0	100.0	14.0	12.0	60.0	268.0	18.0	48.0	2.0	441.0	268.0	48.0	354.0	44.0	34.0	118.0	40.0	256.0	30.0
1.3.99.23-RXN	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0	12.0	10.0	0.0	19.0	0.0	0.0	0.0	0.0	0.0	0.0
1.3.99.5-RXN	0.0	0.0	0.0	0.0	23.75	0.0	0.0	17.0	0.0	0.0	0.0	0.0	0.0	0.0	21.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1.4.1.11-RXN	6.0	0.0	0.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0	0.0	0.0	0.0
1.4.1.21-RXN	0.0	0.0	0.0	0.0	19.0	0.0	0.0	17.0	0.0	0.0	0.0	0.0	0.0	0.0	66.5	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	24.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	45.0	23.0	0.0	31.0	0.0	0.0	0.0	0.0	0.0	0.0
1.4.3.19-RXN	21.0	22.0	52.0	0.0	51.0	4.0	26.0	10.0	0.0	32.0	6.0	9.0	0.0	0.0	89.0	1.0	0.0	3.0	25.0	61.0	19.0	17.0	23.0	28.0	20.0	250.0	0.0	0.0	6.0	20.0	62.0	50.0	0.0	7.5	20.0	152.0	9.0	30.5	5.0	108.0	170.0	24.0	119.0	22.0	17.0	49.0	20.0	128.0	13.0
1.5.1.20-RXN	21.0	22.0	52.0	7.0	64.75	4.0	27.33	44.0	0.0	32.0	11.0	9.0	0.0	10.0	145.5	1.0	8.0	3.0	28.0	77.0	25.0	17.0	35.0	28.0	61.0	250.0	0.0	0.0	13.0	20.0	62.0	50.0	0.0	7.5	34.0	152.0	25.0	30.5	9.0	155.0	248.0	32.0	186.0	37.0	42.0	59.0	22.0	172.0	13.0
1.5.1.28-RXN	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	23.0	0.0	31.0	0.0	0.0	0.0	0.0	0.0	0.0
1.5.1.34-RXN	0.0	0.0	0.0	0.0	0.0	0.0	1.33	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	24.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1.5.1.7-RXN	0.0	0.0	0.0	0.0	23.75	0.0	1.33	17.0	0.0	0.0	0.0	0.0	0.0	5.0	21.5	0.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	25.0	0.0	0.0	0.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	0.0	0.0	0.0	0.0	0.0	17.0	0.0	20.0	0.0	2.0	44.0	0.0
1.5.5.1-RXN	15.0	22.0	43.0	0.0	0.0	4.0	0.0	10.0	0.0	32.0	6.0	9.0	0.0	0.0	104.0	0.0	8.0	3.0	28.0	0.0	19.0	17.0	11.0	28.0	36.0	250.0	0.0	0.0	6.0	20.0	62.0	50.0	0.0	6.0	12.0	134.0	9.0	24.0	1.0	108.0	92.0	28.0	133.0	37.0	17.0	49.0	20.0	128.0	13.0
1.6.4.4-RXN	0.0	6.0	0.0	0.0	26.75	5.0	1.33	17.0	0.0	0.0	0.0	0.0	0.0	0.0	68.5	1.0	16.0	0.0	33.0	16.0	15.0	8.0	12.0	0.0	79.0	327.0	0.0	0.0	7.0	0.0	8.0	0.0	14.0	1.5	14.0	0.0	16.0	19.5	4.0	69.0	98.0	8.0	133.0	30.0	20.0	0.0	2.0	44.0	4.0
1.7.2.2-RXN	0.0	0.0	0.0	0.0	4.75	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
