function	1_demultiplex.bc1005--bc1101.hifi_reads	1_demultiplex.bc1007--bc1056.hifi_reads	1_demultiplex.bc1007--bc1096.hifi_reads	1_demultiplex.bc1008--bc1082.hifi_reads	1_demultiplex.bc1012--bc1065.hifi_reads	1_demultiplex.bc1015--bc1044.hifi_reads	1_demultiplex.bc1015--bc1082.hifi_reads	1_demultiplex.bc1020--bc1107.hifi_reads	1_demultiplex.bc1022--bc1059.hifi_reads	1_demultiplex.bc1024--bc1100.hifi_reads	2_demultiplex.bc1005--bc1083.hifi_reads	2_demultiplex.bc1007--bc1045.hifi_reads	2_demultiplex.bc1007--bc1075.hifi_reads	2_demultiplex.bc1008--bc1101.hifi_reads	2_demultiplex.bc1012--bc1101.hifi_reads	2_demultiplex.bc1015--bc1033.hifi_reads	2_demultiplex.bc1015--bc1060.hifi_reads	2_demultiplex.bc1020--bc1096.hifi_reads	2_demultiplex.bc1022--bc1056.hifi_reads	2_demultiplex.bc1024--bc1056.hifi_reads	3_demultiplex.bc1005--bc1035.hifi_reads	3_demultiplex.bc1005--bc1096.hifi_reads	3_demultiplex.bc1007--bc1035.hifi_reads	3_demultiplex.bc1007--bc1044.hifi_reads	3_demultiplex.bc1007--bc1056.hifi_reads	3_demultiplex.bc1007--bc1096.hifi_reads	3_demultiplex.bc1008--bc1035.hifi_reads	3_demultiplex.bc1008--bc1082.hifi_reads	3_demultiplex.bc1012--bc1035.hifi_reads	3_demultiplex.bc1012--bc1044.hifi_reads	3_demultiplex.bc1012--bc1065.hifi_reads	3_demultiplex.bc1012--bc1107.hifi_reads	3_demultiplex.bc1015--bc1035.hifi_reads	3_demultiplex.bc1015--bc1044.hifi_reads	3_demultiplex.bc1022--bc1035.hifi_reads	3_demultiplex.bc1022--bc1059.hifi_reads	3_demultiplex.bc1022--bc1100.hifi_reads	3_demultiplex.bc1024--bc1035.hifi_reads	3_demultiplex.bc1024--bc1089.hifi_reads	4_demultiplex.bc1005--bc1060.hifi_reads	4_demultiplex.bc1007--bc1096.hifi_reads	4_demultiplex.bc1008--bc1096.hifi_reads	4_demultiplex.bc1012--bc1096.hifi_reads	4_demultiplex.bc1015--bc1044.hifi_reads	4_demultiplex.bc1015--bc1082.hifi_reads	4_demultiplex.bc1015--bc1096.hifi_reads	4_demultiplex.bc1020--bc1065.hifi_reads	4_demultiplex.bc1020--bc1096.hifi_reads	4_demultiplex.bc1024--bc1044.hifi_reads
RXN-10715	39.0	50.0	71.0	0.0	117.0	18.0	26.0	10.0	0.0	32.0	27.0	46.0	0.0	0.0	159.0	2.0	0.0	3.0	94.0	125.0	48.0	24.0	71.0	45.0	100.0	584.0	0.0	0.0	12.0	25.0	297.0	100.0	28.0	15.0	76.0	229.0	18.0	37.0	22.0	546.0	592.0	56.0	286.0	59.0	54.0	62.0	26.0	218.0	34.0
RXN-10759	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	109.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RXN-10760	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	109.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RXN-10767	0.0	0.0	0.0	0.0	29.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	32.0	0.0	0.0	24.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	16.0	0.0	0.0	0.0	8.0	35.0	136.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RXN-10769	60.0	22.0	28.0	35.0	195.5	4.0	27.33	78.0	0.0	0.0	21.0	9.0	0.0	50.0	126.0	0.0	0.0	0.0	3.0	109.0	25.0	23.0	36.0	17.0	45.0	225.0	0.0	0.0	13.0	5.0	39.0	50.0	0.0	6.0	72.0	59.0	17.0	13.0	12.0	225.0	289.0	32.0	388.0	22.0	32.0	63.0	8.0	103.0	13.0
RXN-10773	60.0	22.0	28.0	35.0	195.5	4.0	27.33	78.0	0.0	0.0	21.0	9.0	0.0	50.0	126.0	0.0	0.0	0.0	3.0	109.0	25.0	23.0	36.0	17.0	45.0	225.0	0.0	0.0	13.0	5.0	39.0	50.0	0.0	6.0	72.0	59.0	17.0	13.0	12.0	225.0	289.0	32.0	388.0	22.0	32.0	63.0	8.0	103.0	13.0
RXN-10778	6.0	28.0	28.0	0.0	0.0	4.0	0.0	10.0	0.0	0.0	6.0	9.0	0.0	0.0	17.0	0.0	0.0	0.0	3.0	45.0	28.0	23.0	0.0	17.0	20.0	225.0	0.0	0.0	6.0	5.0	63.0	50.0	0.0	6.0	18.0	59.0	9.0	0.0	1.0	129.0	59.0	24.0	142.0	22.0	17.0	13.0	6.0	90.0	13.0
RXN-10780	39.0	50.0	71.0	0.0	117.0	18.0	26.0	10.0	0.0	32.0	27.0	46.0	0.0	0.0	159.0	2.0	0.0	3.0	94.0	125.0	48.0	24.0	71.0	45.0	100.0	584.0	0.0	0.0	12.0	25.0	297.0	100.0	28.0	15.0	76.0	229.0	18.0	37.0	22.0	546.0	592.0	56.0	286.0	59.0	54.0	62.0	26.0	218.0	34.0
RXN-10781	75.0	78.0	138.0	14.0	162.75	17.0	53.33	37.0	0.0	96.0	33.0	41.0	0.0	10.0	381.5	3.0	8.0	9.0	114.0	109.0	100.0	41.0	57.0	84.0	148.0	750.0	0.0	0.0	32.0	60.0	344.0	150.0	14.0	22.5	64.0	456.0	43.0	91.5	14.0	689.0	590.0	80.0	653.0	81.0	96.0	167.0	64.0	565.0	43.0
RXN-10814	15.0	28.0	61.0	7.0	100.5	9.0	1.33	34.0	0.0	32.0	6.0	16.0	0.0	5.0	126.0	3.0	8.0	3.0	58.0	122.0	31.0	7.0	35.0	28.0	67.0	141.0	0.0	0.0	13.0	20.0	109.0	50.0	14.0	10.5	34.0	188.0	17.0	37.0	9.0	224.0	235.0	28.0	187.0	37.0	37.0	59.0	22.0	172.0	17.0
RXN-10815	6.0	22.0	28.0	7.0	0.0	9.0	0.0	0.0	0.0	0.0	6.0	16.0	0.0	0.0	64.0	0.0	0.0	0.0	30.0	61.0	16.0	11.0	12.0	17.0	42.0	334.0	0.0	0.0	6.0	5.0	62.0	50.0	14.0	6.0	26.0	59.0	9.0	6.5	5.0	84.0	138.0	28.0	89.0	22.0	17.0	23.0	6.0	90.0	17.0
RXN-10817	6.0	28.0	28.0	0.0	0.0	4.0	0.0	10.0	0.0	0.0	6.0	9.0	0.0	0.0	17.0	0.0	0.0	0.0	3.0	45.0	28.0	23.0	0.0	17.0	20.0	225.0	0.0	0.0	6.0	5.0	63.0	50.0	0.0	6.0	18.0	59.0	9.0	0.0	1.0	129.0	59.0	24.0	142.0	22.0	17.0	13.0	6.0	90.0	13.0
RXN-10819	6.0	28.0	28.0	7.0	141.25	4.0	26.0	78.0	0.0	0.0	6.0	16.0	0.0	0.0	160.0	1.0	0.0	0.0	6.0	61.0	38.0	21.0	12.0	17.0	45.0	225.0	0.0	0.0	13.0	5.0	78.0	50.0	0.0	7.5	26.0	77.0	17.0	0.0	5.0	199.0	181.0	24.0	199.0	37.0	37.0	23.0	8.0	134.0	13.0
RXN-1082	12.0	0.0	0.0	0.0	14.0	0.0	26.0	10.0	0.0	0.0	5.0	14.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	20.0	0.0	0.0	0.0	218.0	0.0	0.0	0.0	0.0	30.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	22.0	0.0	34.0	0.0	0.0	0.0	0.0	62.0	0.0
RXN-10842	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	70.0	0.0	0.0	0.0	0.0	0.0	0.0
RXN-10857	21.0	22.0	52.0	7.0	66.75	4.0	26.0	27.0	0.0	32.0	11.0	2.0	0.0	5.0	125.5	2.0	8.0	3.0	28.0	61.0	25.0	17.0	23.0	28.0	61.0	250.0	0.0	0.0	13.0	20.0	47.0	50.0	0.0	9.0	26.0	134.0	17.0	30.5	5.0	155.0	169.0	32.0	169.0	37.0	37.0	59.0	22.0	172.0	13.0
RXN-10891	0.0	22.0	19.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	6.0	16.0	0.0	0.0	87.0	0.0	0.0	0.0	0.0	0.0	24.0	15.0	0.0	17.0	20.0	116.0	0.0	0.0	6.0	5.0	174.0	50.0	0.0	6.0	12.0	59.0	9.0	6.5	0.0	297.0	106.0	24.0	111.0	22.0	12.0	13.0	6.0	59.0	13.0
RXN-10907	6.0	28.0	28.0	0.0	0.0	4.0	0.0	10.0	0.0	0.0	6.0	9.0	0.0	0.0	17.0	0.0	0.0	0.0	3.0	45.0	28.0	23.0	0.0	17.0	20.0	225.0	0.0	0.0	6.0	5.0	63.0	50.0	0.0	6.0	18.0	59.0	9.0	0.0	1.0	129.0	59.0	24.0	142.0	22.0	17.0	13.0	6.0	90.0	13.0
RXN-10908	6.0	28.0	28.0	0.0	0.0	4.0	0.0	10.0	0.0	0.0	6.0	9.0	0.0	0.0	17.0	0.0	0.0	0.0	3.0	45.0	28.0	23.0	0.0	17.0	20.0	225.0	0.0	0.0	6.0	5.0	63.0	50.0	0.0	6.0	18.0	59.0	9.0	0.0	1.0	129.0	59.0	24.0	142.0	22.0	17.0	13.0	6.0	90.0	13.0
RXN-10910	6.0	28.0	28.0	0.0	0.0	4.0	0.0	10.0	0.0	0.0	6.0	9.0	0.0	0.0	17.0	0.0	0.0	0.0	3.0	45.0	28.0	23.0	0.0	17.0	20.0	225.0	0.0	0.0	6.0	5.0	63.0	50.0	0.0	6.0	18.0	59.0	9.0	0.0	1.0	129.0	59.0	24.0	142.0	22.0	17.0	13.0	6.0	90.0	13.0
RXN-10911	75.0	78.0	138.0	14.0	162.75	17.0	53.33	37.0	0.0	96.0	33.0	41.0	0.0	10.0	381.5	3.0	8.0	9.0	114.0	109.0	100.0	41.0	57.0	84.0	148.0	750.0	0.0	0.0	32.0	60.0	344.0	150.0	14.0	22.5	64.0	456.0	43.0	91.5	14.0	689.0	590.0	80.0	653.0	81.0	96.0	167.0	64.0	565.0	43.0
RXN-10912	39.0	50.0	71.0	0.0	117.0	18.0	26.0	10.0	0.0	32.0	27.0	46.0	0.0	0.0	159.0	2.0	0.0	3.0	94.0	125.0	48.0	24.0	71.0	45.0	100.0	584.0	0.0	0.0	12.0	25.0	297.0	100.0	28.0	15.0	76.0	229.0	18.0	37.0	22.0	546.0	592.0	56.0	286.0	59.0	54.0	62.0	26.0	218.0	34.0
RXN-10913	6.0	28.0	28.0	0.0	0.0	4.0	0.0	10.0	0.0	0.0	6.0	9.0	0.0	0.0	17.0	0.0	0.0	0.0	3.0	45.0	28.0	23.0	0.0	17.0	20.0	225.0	0.0	0.0	6.0	5.0	63.0	50.0	0.0	6.0	18.0	59.0	9.0	0.0	1.0	129.0	59.0	24.0	142.0	22.0	17.0	13.0	6.0	90.0	13.0
RXN-10915	75.0	78.0	138.0	14.0	162.75	17.0	53.33	37.0	0.0	96.0	33.0	41.0	0.0	10.0	381.5	3.0	8.0	9.0	114.0	109.0	100.0	41.0	57.0	84.0	148.0	750.0	0.0	0.0	32.0	60.0	344.0	150.0	14.0	22.5	64.0	456.0	43.0	91.5	14.0	689.0	590.0	80.0	653.0	81.0	96.0	167.0	64.0	565.0	43.0
RXN-10917	39.0	50.0	71.0	0.0	117.0	18.0	26.0	10.0	0.0	32.0	27.0	46.0	0.0	0.0	159.0	2.0	0.0	3.0	94.0	125.0	48.0	24.0	71.0	45.0	100.0	584.0	0.0	0.0	12.0	25.0	297.0	100.0	28.0	15.0	76.0	229.0	18.0	37.0	22.0	546.0	592.0	56.0	286.0	59.0	54.0	62.0	26.0	218.0	34.0
RXN-10919	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	16.0	0.0	0.0	12.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	0.0	0.0	0.0	4.0	0.0	68.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RXN-10949	63.0	78.0	147.0	7.0	88.75	17.0	53.33	37.0	0.0	96.0	28.0	34.0	0.0	5.0	239.5	2.0	8.0	9.0	120.0	106.0	78.0	43.0	45.0	84.0	139.0	532.0	0.0	0.0	25.0	60.0	209.0	150.0	14.0	21.0	50.0	420.0	35.0	85.0	7.0	371.0	395.0	84.0	401.0	96.0	71.0	157.0	62.0	428.0	43.0
RXN-10952	63.0	78.0	147.0	7.0	88.75	17.0	53.33	37.0	0.0	96.0	28.0	34.0	0.0	5.0	239.5	2.0	8.0	9.0	120.0	106.0	78.0	43.0	45.0	84.0	139.0	532.0	0.0	0.0	25.0	60.0	209.0	150.0	14.0	21.0	50.0	420.0	35.0	85.0	7.0	371.0	395.0	84.0	401.0	96.0	71.0	157.0	62.0	428.0	43.0
RXN-10953	63.0	78.0	147.0	7.0	88.75	17.0	53.33	37.0	0.0	96.0	28.0	34.0	0.0	5.0	239.5	2.0	8.0	9.0	120.0	106.0	78.0	43.0	45.0	84.0	139.0	532.0	0.0	0.0	25.0	60.0	209.0	150.0	14.0	21.0	50.0	420.0	35.0	85.0	7.0	371.0	395.0	84.0	401.0	96.0	71.0	157.0	62.0	428.0	43.0
RXN-10954	63.0	78.0	147.0	7.0	88.75	17.0	53.33	37.0	0.0	96.0	28.0	34.0	0.0	5.0	239.5	2.0	8.0	9.0	120.0	106.0	78.0	43.0	45.0	84.0	139.0	532.0	0.0	0.0	25.0	60.0	209.0	150.0	14.0	21.0	50.0	420.0	35.0	85.0	7.0	371.0	395.0	84.0	401.0	96.0	71.0	157.0	62.0	428.0	43.0
RXN-10994	21.0	22.0	52.0	7.0	51.0	9.0	27.33	10.0	0.0	32.0	11.0	9.0	0.0	10.0	104.0	1.0	8.0	3.0	58.0	61.0	19.0	17.0	23.0	28.0	58.0	141.0	0.0	0.0	6.0	20.0	70.0	50.0	14.0	7.5	26.0	152.0	9.0	30.5	5.0	155.0	180.0	28.0	152.0	37.0	17.0	59.0	20.0	128.0	17.0
RXN-11026	6.0	0.0	0.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	16.0	0.0	0.0	12.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	0.0	0.0	0.0	4.0	35.0	68.0	0.0	0.0	0.0	0.0	10.0	0.0	0.0	0.0
RXN-11029	21.0	28.0	52.0	7.0	74.75	9.0	27.33	27.0	0.0	32.0	11.0	9.0	0.0	10.0	125.5	1.0	8.0	3.0	58.0	61.0	34.0	17.0	23.0	28.0	83.0	250.0	0.0	0.0	13.0	20.0	70.0	50.0	14.0	7.5	26.0	152.0	17.0	30.5	5.0	155.0	180.0	32.0	169.0	37.0	37.0	59.0	22.0	172.0	17.0
RXN-11032	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RXN-11036	0.0	0.0	0.0	0.0	29.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	16.0	0.0	0.0	12.0	0.0	0.0	109.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	0.0	0.0	6.5	4.0	0.0	44.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RXN-11046	21.0	50.0	80.0	7.0	74.75	13.0	27.33	27.0	0.0	32.0	17.0	11.0	0.0	0.0	144.0	1.0	8.0	3.0	58.0	106.0	46.0	20.0	23.0	45.0	103.0	366.0	0.0	0.0	19.0	25.0	70.0	100.0	14.0	13.5	38.0	211.0	26.0	30.5	6.0	182.0	195.0	56.0	194.0	59.0	49.0	72.0	28.0	262.0	30.0
RXN-11047	0.0	0.0	9.0	7.0	71.5	0.0	27.33	27.0	0.0	0.0	5.0	0.0	0.0	5.0	21.5	0.0	0.0	0.0	0.0	61.0	3.0	10.0	12.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	20.0	0.0	0.0	0.0	4.0	35.0	88.0	4.0	39.0	0.0	0.0	10.0	0.0	0.0	0.0
RXN-11051	0.0	0.0	0.0	0.0	29.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RXN-11054	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13.0	0.0	0.0	0.0	0.0	0.0	4.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	24.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	45.0	23.0	0.0	38.0	0.0	0.0	0.0	0.0	31.0	0.0
RXN-11056	0.0	0.0	9.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13.0	0.0	0.0	0.0	0.0	45.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	48.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	90.0	94.0	0.0	62.0	0.0	0.0	0.0	0.0	0.0	0.0
RXN-11057	0.0	0.0	9.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13.0	0.0	0.0	0.0	0.0	45.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	48.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	90.0	94.0	0.0	62.0	0.0	0.0	0.0	0.0	0.0	0.0
RXN-11065	90.0	72.0	189.0	21.0	262.75	17.0	53.33	47.0	0.0	128.0	23.0	34.0	0.0	35.0	326.5	1.0	16.0	12.0	139.0	228.0	78.0	47.0	80.0	95.0	148.0	666.0	0.0	0.0	32.0	75.0	232.0	150.0	14.0	19.5	66.0	495.0	43.0	122.0	15.0	524.0	588.0	88.0	514.0	96.0	96.0	213.0	78.0	510.0	43.0
RXN-11067	6.0	28.0	28.0	0.0	0.0	4.0	0.0	10.0	0.0	0.0	6.0	9.0	0.0	0.0	17.0	0.0	0.0	0.0	3.0	45.0	28.0	23.0	0.0	17.0	20.0	225.0	0.0	0.0	6.0	5.0	63.0	50.0	0.0	6.0	18.0	59.0	9.0	0.0	1.0	129.0	59.0	24.0	142.0	22.0	17.0	13.0	6.0	90.0	13.0
RXN-11077	0.0	0.0	9.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	61.0	0.0	0.0	12.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	0.0	0.0	0.0	4.0	0.0	68.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RXN-11078	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	35.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RXN-11080	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	35.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RXN-11081	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	35.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RXN-11109	63.0	106.0	157.0	7.0	195.5	26.0	6.65	44.0	0.0	96.0	24.0	36.0	0.0	15.0	372.0	4.0	32.0	9.0	144.0	93.0	114.0	34.0	69.0	101.0	272.0	1193.0	0.0	0.0	52.0	65.0	217.0	200.0	28.0	30.0	102.0	533.0	68.0	117.5	15.0	422.0	576.0	124.0	568.0	133.0	148.0	170.0	74.0	619.0	60.0
RXN-11135	195.0	246.0	477.0	70.0	705.5	71.0	193.97	240.0	0.0	288.0	89.0	88.0	0.0	95.0	1198.0	10.0	64.0	27.0	462.0	610.0	289.0	137.0	219.0	252.0	694.0	2359.0	0.0	0.0	110.0	180.0	653.0	450.0	98.0	69.0	242.0	1386.0	145.0	281.0	49.0	1475.0	1712.0	292.0	1528.0	318.0	313.0	541.0	196.0	1504.0	145.0
RXN-11136	15.0	28.0	43.0	0.0	37.0	9.0	0.0	0.0	0.0	32.0	6.0	9.0	0.0	0.0	104.0	0.0	8.0	3.0	58.0	0.0	25.0	7.0	11.0	28.0	58.0	250.0	0.0	0.0	6.0	20.0	70.0	50.0	14.0	6.0	18.0	152.0	9.0	30.5	1.0	108.0	112.0	28.0	113.0	37.0	17.0	49.0	20.0	128.0	17.0
RXN-11146	0.0	0.0	0.0	7.0	72.0	0.0	26.0	10.0	0.0	0.0	10.0	0.0	0.0	20.0	0.0	0.0	0.0	0.0	0.0	16.0	3.0	10.0	12.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	24.0	0.0	0.0	0.0	8.0	0.0	0.0	0.0	4.0	80.0	44.0	8.0	20.0	0.0	0.0	10.0	0.0	0.0	0.0
RXN-11181	15.0	34.0	43.0	0.0	0.0	4.0	0.0	0.0	0.0	32.0	6.0	2.0	0.0	0.0	70.0	0.0	0.0	3.0	28.0	0.0	34.0	3.0	11.0	28.0	20.0	250.0	0.0	0.0	6.0	20.0	47.0	50.0	0.0	6.0	12.0	134.0	9.0	30.5	0.0	108.0	91.0	24.0	92.0	22.0	12.0	49.0	20.0	97.0	13.0
RXN-11186	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RXN-11187	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	16.0	0.0	0.0	12.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	0.0	0.0	0.0	4.0	0.0	68.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RXN-11189	12.0	0.0	0.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	16.0	0.0	0.0	12.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	0.0	0.0	0.0	4.0	35.0	68.0	0.0	0.0	0.0	0.0	10.0	0.0	0.0	0.0
RXN-11195	0.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RXN-11211	6.0	0.0	0.0	0.0	29.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0	0.0	5.0	32.0	0.0	0.0	0.0	3.0	16.0	0.0	0.0	12.0	0.0	0.0	109.0	0.0	0.0	0.0	0.0	39.0	0.0	0.0	0.0	8.0	0.0	0.0	0.0	5.0	80.0	55.0	4.0	21.0	0.0	5.0	0.0	0.0	31.0	0.0
RXN-11213	27.0	22.0	43.0	14.0	29.0	4.0	0.0	0.0	0.0	32.0	11.0	9.0	0.0	5.0	104.0	0.0	8.0	3.0	28.0	48.0	16.0	7.0	47.0	28.0	20.0	468.0	0.0	0.0	6.0	20.0	62.0	50.0	0.0	6.0	36.0	134.0	9.0	30.5	13.0	143.0	296.0	28.0	127.0	37.0	17.0	69.0	20.0	128.0	13.0
RXN-11217	6.0	0.0	0.0	0.0	29.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0	0.0	5.0	32.0	0.0	0.0	0.0	3.0	16.0	0.0	0.0	12.0	0.0	0.0	109.0	0.0	0.0	0.0	0.0	39.0	0.0	0.0	0.0	8.0	0.0	0.0	0.0	5.0	80.0	55.0	4.0	21.0	0.0	5.0	0.0	0.0	31.0	0.0
RXN-11218	6.0	28.0	19.0	0.0	43.0	9.0	26.0	10.0	0.0	0.0	6.0	9.0	0.0	0.0	17.0	0.0	0.0	0.0	33.0	32.0	40.0	13.0	24.0	17.0	42.0	116.0	0.0	0.0	6.0	5.0	119.0	50.0	14.0	6.0	34.0	59.0	9.0	0.0	9.0	162.0	254.0	24.0	188.0	22.0	17.0	13.0	6.0	90.0	17.0
RXN-11219	6.0	28.0	19.0	0.0	43.0	9.0	26.0	10.0	0.0	0.0	6.0	9.0	0.0	0.0	17.0	0.0	0.0	0.0	33.0	32.0	40.0	13.0	24.0	17.0	42.0	116.0	0.0	0.0	6.0	5.0	119.0	50.0	14.0	6.0	34.0	59.0	9.0	0.0	9.0	162.0	254.0	24.0	188.0	22.0	17.0	13.0	6.0	90.0	17.0
RXN-1122	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	16.0	0.0	0.0	12.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	0.0	0.0	0.0	4.0	0.0	68.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
