"Model","Method","N_Features","AUC","AUC_SE","AUC_SD","CI_Lower","CI_Upper","Features","Feature_Selection_Method","CV_Iterations"
"Microbiome_Stability_GLM","Stability-based genus selection",3,0.838,0.023,0.162,0.793,0.882,"Acidiferrimicrobium; Incertae Sedis.317; Mariniblastus","Stability-based (≥50% selection)",50
