"Model","N_Features","Mean_Accuracy","SD_Accuracy","SE_Accuracy","Mean_Balanced_Accuracy","SD_Balanced_Accuracy","SE_Balanced_Accuracy","Mean_AUC","SD_AUC","SE_AUC","AUC_CI_Lower","AUC_CI_Upper","Mean_Var_Explained","SD_Var_Explained"
"PCA_RF",10,0.49,0.11,0.035,0.504,0.096,0.03,0.572,0.066,0.021,0.53,0.613,60.3,0.7
