pathway	1_demultiplex.bc1005--bc1101.hifi_reads	1_demultiplex.bc1007--bc1056.hifi_reads	1_demultiplex.bc1007--bc1096.hifi_reads	1_demultiplex.bc1008--bc1082.hifi_reads	1_demultiplex.bc1012--bc1065.hifi_reads	1_demultiplex.bc1015--bc1044.hifi_reads	1_demultiplex.bc1015--bc1082.hifi_reads	1_demultiplex.bc1020--bc1107.hifi_reads	1_demultiplex.bc1022--bc1059.hifi_reads	1_demultiplex.bc1024--bc1100.hifi_reads	2_demultiplex.bc1005--bc1083.hifi_reads	2_demultiplex.bc1007--bc1045.hifi_reads	2_demultiplex.bc1007--bc1075.hifi_reads	2_demultiplex.bc1008--bc1101.hifi_reads	2_demultiplex.bc1012--bc1101.hifi_reads	2_demultiplex.bc1015--bc1033.hifi_reads	2_demultiplex.bc1015--bc1060.hifi_reads	2_demultiplex.bc1020--bc1096.hifi_reads	2_demultiplex.bc1022--bc1056.hifi_reads	2_demultiplex.bc1024--bc1056.hifi_reads	3_demultiplex.bc1005--bc1035.hifi_reads	3_demultiplex.bc1005--bc1096.hifi_reads	3_demultiplex.bc1007--bc1035.hifi_reads	3_demultiplex.bc1007--bc1044.hifi_reads	3_demultiplex.bc1007--bc1056.hifi_reads	3_demultiplex.bc1007--bc1096.hifi_reads	3_demultiplex.bc1008--bc1035.hifi_reads	3_demultiplex.bc1008--bc1082.hifi_reads	3_demultiplex.bc1012--bc1035.hifi_reads	3_demultiplex.bc1012--bc1044.hifi_reads	3_demultiplex.bc1012--bc1065.hifi_reads	3_demultiplex.bc1012--bc1107.hifi_reads	3_demultiplex.bc1015--bc1035.hifi_reads	3_demultiplex.bc1015--bc1044.hifi_reads	3_demultiplex.bc1022--bc1035.hifi_reads	3_demultiplex.bc1022--bc1059.hifi_reads	3_demultiplex.bc1022--bc1100.hifi_reads	3_demultiplex.bc1024--bc1035.hifi_reads	3_demultiplex.bc1024--bc1089.hifi_reads	4_demultiplex.bc1005--bc1060.hifi_reads	4_demultiplex.bc1007--bc1096.hifi_reads	4_demultiplex.bc1008--bc1096.hifi_reads	4_demultiplex.bc1012--bc1096.hifi_reads	4_demultiplex.bc1015--bc1044.hifi_reads	4_demultiplex.bc1015--bc1082.hifi_reads	4_demultiplex.bc1015--bc1096.hifi_reads	4_demultiplex.bc1020--bc1065.hifi_reads	4_demultiplex.bc1020--bc1096.hifi_reads	4_demultiplex.bc1024--bc1044.hifi_reads
GLYOXYLATE-BYPASS	16.67175572519084	25.635250917992657	27.83098591549296	0.0	44.25493148293619	5.538461538461537	0.0	0.0	0.0	0.0	8.217898832684826	10.90909090909091	0.0	0.0	91.07919428790437	0.0	8.0	0.0	5.704918032786885	40.93778844378807	23.130708661417323	10.482871125611746	16.884422110552766	21.155555555555555	32.23300970873787	176.76556623485163	0.0	0.0	8.210526315789474	8.0	55.78587770708622	50.0	0.0	6.923076923076923	22.696688741721857	85.00473933649289	11.769230769230768	10.716216216216216	5.538461538461538	141.25388671082874	151.9719178619893	29.866666666666667	103.03350039567395	37.0	23.296296296296298	21.80388629003238	9.428571428571429	118.16793893129773	14.73333333333333
HCAMHPDEG-PWY	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	32.275862068965516	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
HEME-BIOSYNTHESIS-II	17.5	24.64	53.99148936170212	7.0	39.72631578947368	6.428571428571429	0.0	0.0	0.0	32.0	7.764705882352941	9.0	0.0	5.714285714285714	108.36974789915966	1.0	8.0	3.0	39.54545454545455	68.24274406332454	19.51219512195122	7.0	15.77142857142857	28.0	44.42553191489361	250.0	0.0	0.0	6.0	20.0	65.75757575757576	50.0	14.0	6.666666666666667	21.272727272727273	138.08813559322036	9.0	30.5	4.444444444444445	135.27272727272728	138.08219178082192	29.866666666666667	132.0	37.0	17.0	53.53703703703704	20.0	128.0	14.73333333333333
HEMESYN2-PWY	21.0	31.460674157303373	58.02189875048306	7.0	48.42002841520644	9.75	0.0	0.0	0.0	32.0	12.064516129032258	10.714285714285714	0.0	7.0588235294117645	122.96006389776358	1.1428571428571428	9.142857142857142	3.0	58.0	68.24274406332454	28.57142857142857	9.35933147632312	23.0	30.92024539877301	66.52530120481929	283.5820895522388	0.0	0.0	7.238095238095239	21.05263157894737	80.62256809338523	57.14285714285714	14.0	8.571428571428571	28.962025316455694	154.61248031822325	10.758620689655174	31.901060070671377	5.217391304347826	174.8560079443893	193.54838709677415	36.22641509433962	151.49367088607593	42.285714285714285	20.317073170731707	61.789090909090916	21.538461538461537	146.76586433260394	19.06542056074766
HISDEG-PWY	6.857142857142858	0.0	0.0	7.0	56.48973880597015	5.0	0.0	19.42857142857143	0.0	0.0	0.0	8.000000000000002	0.0	0.0	37.98484848484848	0.0	0.0	0.0	33.0	18.285714285714285	0.0	6.222222222222223	12.0	0.0	22.0	130.8	0.0	0.0	0.0	0.0	50.02575107296137	0.0	14.0	0.0	15.135135135135139	0.0	0.0	6.5	4.0	100.49508840864439	110.990990990991	4.0	67.36842105263158	0.0	5.0	10.0	0.0	0.0	4.0
HISTSYN-PWY	23.19942611190818	28.000000000000007	55.685850052798315	7.53846153846154	76.67899480627088	9.731707317073171	27.33	28.084337349397593	0.0	34.46153846153846	10.999999999999998	8.999999999999998	0.0	10.5	134.22168659880336	0.0	0.0	3.230769230769231	67.77245920781033	66.28346456692913	34.22358614642701	18.172413793103445	26.1116411245306	29.17557251908397	78.06528641783308	264.9319532298256	0.0	0.0	10.442622950819672	21.304347826086957	79.8861031615782	49.99999999999999	15.473684210526317	7.159090909090909	28.64262295081967	160.71516646115907	13.556962025316455	32.54755244755244	5.628865979381445	168.78846965816768	203.33911458010814	32.516129032258064	187.1953240722254	38.590257879656164	30.18312985571587	63.06123245945172	22.610114192495917	172.42935817592263	17.81437125748503
HOMOSER-METSYN-PWY	7.875	0.0	0.0	0.0	50.537125908392206	5.869565217391305	0.0	0.0	0.0	0.0	0.0	3.9789473684210526	0.0	4.999999999999999	30.189450222882613	0.0	8.0	0.0	38.961290322580645	28.42105263157895	0.0	0.0	19.40625	0.0	29.138297872340427	0.0	0.0	0.0	0.0	0.0	31.064935064935067	0.0	14.0	2.0454545454545454	26.181818181818183	25.49068322981367	0.0	8.811111111111112	6.206896551724138	90.53149606299213	199.44061689130382	10.799999999999999	27.213776722090262	0.0	7.121212121212121	20.851835070231083	0.0	0.0	5.368421052631579
HSERMETANA-PWY	20.32258064516129	28.875000000000004	55.43801652892562	7.0	51.233119529842966	10.028571428571428	3.6436006549735964	0.0	0.0	38.4	12.466666666666667	9.580645161290322	0.0	8.181818181818182	175.71456064664088	1.0	8.0	3.6000000000000005	51.06846663270504	25.86826347305389	32.29145728643216	21.0	29.567879006121714	33.6	71.24184163926132	272.6779625994421	0.0	0.0	9.176470588235293	24.0	134.11371736990392	60.0	14.0	8.804347826086957	34.49165739710789	168.79558011049727	13.304347826086959	32.32682828009994	5.869565217391305	284.9801572388497	251.32949146531627	37.42574257425743	230.0538943941197	42.251612903225805	26.1819209039548	69.51272727272728	24.905660377358487	166.01277983824122	19.87012987012987
ILEUSYN-PWY	26.125269978401732	73.84831214379658	92.53758638273926	9.333333333333336	93.68995560393951	20.82644628099174	36.289163735955924	34.26825673321721	0.0	36.57142857142857	27.09768758848513	33.3984375	0.0	14.117647058823529	234.04313144873834	1.3333333333333333	9.142857142857142	3.428571428571429	83.69319243057262	73.7933130699088	79.79901439752634	36.91158156911582	27.63948497854077	60.19702484570344	147.46414174557046	504.80574369260967	0.0	0.0	24.961232843727426	31.557377049180328	160.49555712588895	137.93103448275863	18.66666666666667	19.718804920913886	61.623820972813014	288.7640421683387	34.46974561620153	36.10661764705882	7.636363636363638	335.2194825746547	351.1392958670457	79.52023988005996	352.76056344273894	78.81788915394772	70.07066474892126	97.64730467087186	35.537359263050156	342.0164964345665	44.257920713262216
KDO-NAGLIPASYN-PWY	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	18.299999999999997	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
KETOGLUCONMET-PWY	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.666666666666666	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LEU-DEG2-PWY	0.0	30.3987366758784	25.214953271028037	0.0	0.0	5.678233438485805	0.0	0.0	0.0	0.0	9.04109589041096	4.143646408839779	0.0	0.0	83.90311199565768	0.0	0.0	0.0	5.72117962466488	0.0	25.410471073347495	11.615044247787612	0.0	21.919770773638966	28.018339276617418	296.9586059467513	0.0	0.0	7.862068965517242	6.756756756756757	55.98405012816862	62.5	0.0	7.692307692307693	18.28339258506856	78.506682161534	11.700000000000001	0.0	0.0	111.18499070434129	77.19494111117304	35.294117647058826	106.33555420956995	31.72336349824955	18.286852589641438	20.16282894736842	8.076923076923078	91.94258297315517	16.74242424242424
MET-SAM-PWY	11.283582089552242	0.0	0.0	0.0	64.73742542434191	7.325581395348836	0.0	0.0	0.0	0.0	0.0	5.0256410256410255	0.0	7.241379310344827	53.806133114185975	0.0	8.0	0.0	45.77562450991375	37.26143658653101	0.0	0.0	20.090121317157713	0.0	45.52944789043787	0.0	0.0	0.0	0.0	0.0	47.05721156104916	0.0	14.000000000000004	3.4710743801652892	28.104300711141214	46.919735913299846	0.0	15.043537742560387	5.454545454545454	123.0774108326479	197.89820435304324	17.379310344827587	53.5018246430459	0.0	12.770036778318069	29.264287096685003	0.0	0.0	8.814814814814815
METHYLGALLATE-DEGRADATION-PWY	6.666666666666667	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.8076923076923075	4.545454545454545	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	27.575488454706925	0.0	33.63829787234043	0.0	0.0	0.0	0.0	0.0	0.0
NAD-BIOSYNTHESIS-II	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.648241206030152	0.0	0.0	8.255474452554745	0.0	0.0	18.75804448458846	0.0	56.052446733786	0.0	0.0	0.0	0.0	0.0	0.0
NADSYN-PWY	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.024793388429753	0.0	0.0	0.0	0.0	0.0	24.73571943738953	6.095238095238095	34.410786504993226	0.0	0.0	0.0	0.0	0.0	0.0
NAGLIPASYN-PWY	15.0	28.000000000000004	49.32590771011138	0.0	34.721674876847295	5.999999999999999	1.33	18.88888888888889	0.0	32.0	6.000000000000001	9.0	0.0	0.0	116.22976098689283	1.1111111111111112	8.0	3.0000000000000004	40.599999999999994	0.0	32.039106145251395	7.000000000000001	10.999999999999998	28.000000000000004	83.58313817330212	250.0	0.0	0.0	13.978494623655914	20.0	66.56441717791411	50.0	0.0	7.7586206896551735	18.0	152.0	18.162393162393162	30.499999999999996	1.0	122.22222222222224	103.85454545454546	28.000000000000004	152.11562115621155	37.0	39.79245283018868	49.00000000000001	22.3728813559322	179.3050193050193	15.136986301369861
NONMEVIPP-PWY	21.0	28.000000000000007	51.99999999999999	7.000000000000002	81.47957980063534	7.636363636363636	27.33	31.20738234389419	0.0	32.0	10.999999999999998	8.999999999999998	0.0	10.5	132.6868683621675	1.0	0.0	3.0000000000000004	50.3008849557522	60.99999999999999	34.51908396946565	17.475524475524473	23.0	28.000000000000007	78.93318485523386	250.0	0.0	0.0	12.999999999999998	20.0	71.28607089365951	49.99999999999999	0.0	7.500000000000001	25.999999999999996	152.0	17.0	30.499999999999996	5.0	142.89134989524095	182.96137339055792	32.0	172.82688093498905	37.0	36.19213973799126	59.00000000000001	21.999999999999996	172.0	16.284210526315785
NONOXIPENT-PWY	30.39195979899498	46.3202545068929	75.23312181420992	7.0	100.67588701503816	12.774193548387096	27.329999999999995	39.27114548090865	0.0	42.666666666666664	14.882352941176471	11.37129840546697	0.0	15.189873417721516	183.7910118668276	1.0666666666666667	8.0	4.000000000000001	76.65497076023392	84.60623624153592	52.55651819386403	28.862068965517242	48.74074074074074	40.475247524752476	105.5701754385965	355.6581986143187	0.0	0.0	17.105263157894736	27.69230769230769	92.35545207605743	75.0	18.66666666666667	11.16945107398568	50.292758089368256	211.02615694164987	22.884615384615387	49.33333333333333	12.64864864864865	228.19313695718188	320.3396938933117	45.714285714285715	274.7063296255763	50.79661016949152	47.41747572815534	79.32222222222222	30.171428571428574	232.57250470809794	24.96875
OANTIGEN-PWY	23.412162162162165	29.400864731315636	52.778702163061574	7.000000000000002	63.33955606213457	9.333333333333332	29.325945535996155	18.92861399015927	0.0	32.0	11.354838709677418	10.567964262922782	0.0	8.571428571428571	122.3668703633497	0.0	0.0	3.0	59.67691234311387	66.65979381443299	34.300359434614776	19.125	19.43661971830986	28.000000000000007	73.04666526600836	266.16251482799527	0.0	0.0	9.080325960419094	20.000000000000004	77.62711481301493	50.00000000000001	14.736842105263163	7.499999999999999	23.15971792651243	147.6143378465946	12.844190732034921	31.61064425770308	4.761904761904763	153.2211788245222	163.84778116238166	32.0	162.01499074462993	37.0	25.99052427184466	58.99999999999999	21.32471728594507	153.96601740571901	17.33009708737864
ORNARGDEG-PWY	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.357249423572492	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
P105-PWY	23.770448548812666	0.0	0.0	0.0	81.23527835163425	0.0	0.0	0.0	0.0	0.0	0.0	12.68766019772977	0.0	0.0	137.77850740565754	0.0	0.0	0.0	0.0	36.96533122097842	26.917030090495597	17.095178785203817	21.133973502871623	0.0	0.0	258.2389498860509	0.0	0.0	0.0	0.0	91.22242839360068	0.0	0.0	0.0	26.1541981064065	0.0	0.0	27.95356088458517	3.2085561497326203	179.66020206994943	195.27266970479326	25.707727620504976	183.83712600600867	0.0	28.825865745532536	0.0	0.0	0.0	0.0
P108-PWY	27.36651583710407	33.22083434814377	58.187618048268625	11.72093023255814	99.60426431387084	11.781101787668735	33.888359723289774	35.718133416849355	0.0	38.4	14.974789915966387	11.542945977458219	0.0	0.0	138.4759794452925	0.0	0.0	3.6000000000000005	71.7809945109665	0.0	32.50075637804993	19.577428555449917	15.649484536082474	36.34615384615385	71.83163206964636	210.26791642124402	0.0	0.0	10.261973456433932	24.999999999999996	89.94988389670085	66.66666666666667	17.379310344827587	8.68632707774799	25.421278333673676	180.37261032883552	14.834058421379739	33.5579114987799	1.5967741935483872	201.42980276969664	148.17783671139185	37.13310580204779	190.67062679026097	35.06187260448987	28.8451099672438	79.31780608825916	26.212765957446813	188.50932577376742	22.596191216478818
P122-PWY	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	91.50862650985646	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
P124-PWY	13.363061163000904	14.608695652173914	22.01541196507428	8.158940397350994	0.0	0.0	0.0	20.370256926907388	0.0	0.0	0.0	0.0	0.0	9.348441926345608	0.0	1.3333333333333333	0.0	0.0	10.04724409448819	73.28861141250626	23.77281030989471	16.44537139082755	26.45293558571517	0.0	0.0	0.0	0.0	0.0	0.0	0.0	42.87136185596128	0.0	0.0	3.91304347826087	25.95701509707076	0.0	0.0	14.189429951584627	6.944722182545351	130.92910154145372	182.24481487758854	0.0	93.82387641034813	0.0	0.0	24.55854038112514	0.0	0.0	0.0
P125-PWY	0.0	0.0	0.0	0.0	33.70482908301682	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	18.89614243323442	0.0	0.0	13.922651933701658	0.0	0.0	127.88680016346547	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.44578313253012	0.0	0.0	7.6760391198044005	4.623853211009174	0.0	52.204918032786885	4.771929824561404	0.0	0.0	0.0	0.0	0.0	0.0	0.0
P161-PWY	11.11111111111111	0.0	0.0	0.0	49.22816166883964	6.476190476190476	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0	36.197253433208495	0.0	0.0	0.0	5.846153846153847	0.0	0.0	0.0	0.0	0.0	38.305882352941175	0.0	0.0	0.0	0.0	0.0	15.636363636363635	0.0	0.0	0.0	0.0	0.0	0.0	12.137755102040815	0.0	0.0	46.123778501628664	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.319148936170214
P163-PWY	0.0	0.0	0.0	8.452830188679247	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	16.546581126281733	0.0	0.0	0.0
P164-PWY	0.0	18.297029702970296	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
P184-PWY	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.745762711864407	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
P221-PWY	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	183.7113997113997	0.0	0.0	0.0	0.0	44.47578373466606	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	83.68548133114042	19.67337180588798	0.0	27.00731309019478	0.0	0.0	0.0	0.0	0.0	0.0
P23-PWY	0.0	18.64604431350887	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	86.87052790477932	0.0	0.0	0.0	0.0	0.0	29.617487832855076	0.0	0.0	0.0	57.28339795724622	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
P281-PWY	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	21.61038961038961	0.0	0.0	0.0	0.0	0.0	11.03448275862069	5.451327433628319	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	54.79024390243902	0.0	0.0	0.0	10.838709677419356	0.0	0.0	0.0	1.6842105263157894	87.97427652733118	85.70545829042224	0.0	69.9519890260631	0.0	0.0	0.0	0.0	0.0	0.0
P4-PWY	17.085513601664175	0.0	0.0	0.0	46.7251078788321	7.338915180196577	0.0	0.0	0.0	0.0	0.0	7.97724743415358	0.0	7.384615384615383	80.40753496112728	0.0	0.0	0.0	48.35272890010272	37.713724315914796	0.0	0.0	23.57576416381176	0.0	56.23722310025953	0.0	0.0	0.0	0.0	0.0	64.1294162882126	0.0	0.0	5.009940357852883	27.07139521547075	79.8795522841819	0.0	22.21119759412562	5.592233009708737	156.05739330197062	204.0590195893868	24.209225795277405	89.70611207766035	0.0	20.072903237051545	45.41991952445607	0.0	0.0	12.23655426699899
P42-PWY	0.0	25.465134689594585	0.0	10.315789473684212	112.58968937858117	9.140625	4.287220101402107	32.423722198785875	0.0	0.0	0.0	0.0	0.0	6.774193548387096	95.42053541873747	0.0	0.0	0.0	54.40951032563589	0.0	40.513087279094854	0.0	0.0	0.0	69.80256972382594	0.0	0.0	0.0	0.0	0.0	23.147583918669298	0.0	18.375	0.0	0.0	44.64680926286018	0.0	0.0	0.0	87.62469881664603	90.70522069836244	0.0	48.55753660863041	0.0	0.0	23.739659157290525	0.0	0.0	9.53271028037383
P441-PWY	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	46.762815175337415	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
P461-PWY	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	61.838309626280925	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
P562-PWY	6.000000000000001	0.0	0.0	7.000000000000001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.636363636363638	0.0	0.0	0.0	0.0	0.0	0.0	0.0	18.56133056133056	0.0	0.0	13.500000000000002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	16.363636363636363	0.0	0.0	0.0	9.0	0.0	0.0	8.357142857142858	4.5	39.37500000000001	90.36799842356767	0.0	0.0	0.0	6.0	10.0	0.0	0.0	0.0
P621-PWY	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	32.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	66.17647058823529	23.0	0.0	31.0	0.0	0.0	0.0	0.0	0.0	0.0
PANTO-PWY	21.0	28.0	52.0	7.0	81.39916535482985	5.538461538461537	27.329999999999995	29.88679245283019	0.0	32.0	11.0	3.4082840236686387	0.0	5.7142857142857135	139.97745007697597	1.0	8.0	3.0	33.621079046424086	61.0	37.090909090909086	17.85	23.0	28.0	70.31944444444444	266.77316293929715	0.0	0.0	13.0	20.0	68.15936254980079	50.0	0.0	7.5	26.0	152.0	18.478260869565215	30.5	5.0	193.91098706777169	175.4749191253849	32.0	191.0036616748478	37.0	37.0	59.0	22.0	172.0	14.73333333333333
PANTOSYN-PWY	21.531645569620256	28.000000000000007	42.843065693430674	7.000000000000002	79.33463517934695	6.352941176470587	27.47165036436615	28.21108179419525	0.0	32.0	9.281249999999998	4.249180327868852	0.0	6.923076923076922	131.54688995270948	1.125	0.0	3.0	40.240947772401135	36.64750602633043	35.3076923076923	17.367567567567566	23.000000000000004	24.480000000000004	74.09268292682927	257.1868583162218	0.0	0.0	13.0	18.620689655172416	65.64290586630285	50.0	0.0	7.363636363636364	21.840000000000007	136.02394938428446	14.630259243518912	30.5	4.736842105263158	170.17708601676955	176.69695965392734	30.49411764705882	175.10169797757834	37.0	37.0	55.51363636363636	20.307692307692303	170.393595730487	15.41860465116279
PENTOSE-P-PWY	21.265143039795433	35.88893453517314	49.06224227241231	8.000000000000002	89.90016221517567	7.726829268292684	26.565600392550873	31.999474893337712	0.0	0.0	12.65	10.700964630225082	0.0	12.060301507537686	119.42141406055886	1.103448275862069	0.0	0.0	49.18306962639999	74.2514767641541	42.374672530418714	18.220071658109553	32.426091497899804	27.787285085965618	81.92529343475647	297.16404330245575	0.0	0.0	14.772727272727273	12.413793103448272	70.71082928023459	60.0	0.0	9.20353982300885	37.63036537779354	137.7246448488156	20.446735395189002	17.720001509832787	8.02572347266881	191.53783086211982	245.47297368279064	33.022113022113025	187.43710979513108	42.81428571428571	43.003773584905666	56.15012396340943	16.896	177.65751224190282	18.531668153434435
PEPTIDOGLYCANSYN-PWY	23.93093525179856	28.502994011976053	54.52637293042614	7.7777777777777795	75.58667187635812	9.333333333333332	28.274565386695087	27.75	0.0	33.68421052631579	10.999999999999998	9.411764705882351	0.0	11.111111111111112	129.85742644204294	1.0	8.0	3.1578947368421053	61.97980980248719	65.11751396173112	33.084471871868686	17.653846153846153	24.642117583505897	28.81266490765172	75.36410240867559	260.26837498681857	0.0	0.0	10.54054054054054	20.895522388059703	75.68269516176906	50.00000000000001	14.736842105263163	7.5	26.626506024096386	146.16910229645094	13.421052631578947	31.904990403071018	5.232558139534884	166.3604520520785	191.20885613523453	32.0	171.93089266497714	37.0	30.24384659416142	63.22875453683418	22.804878048780484	170.76555023923447	17.33009708737864
PHOSLIPSYN-PWY	33.10787025396027	35.0	71.79969465648854	9.130434782608697	86.7479130443554	12.352941176470589	30.59741613956115	19.912298186167032	0.0	48.00000000000001	14.952523738130937	11.25	0.0	12.000000000000002	166.42667419185784	1.25	8.88888888888889	4.5	88.07908399617553	75.68954545439613	42.70199440323369	23.303717135086128	31.39487190842517	38.50534182411453	111.34620451418367	396.5419895859331	0.0	0.0	16.95264241592313	29.111531190926275	102.1064438679654	62.5	20.0	9.642857142857144	32.38886174890083	203.04821689077423	22.17094703049759	44.852678508342485	4.627249357326479	186.06673040545525	237.02089433263248	40.40080160320642	223.84030366888206	46.25	49.794625791702586	87.22191574558656	32.15777262180975	228.866257678161	22.312500000000004
POLYAMINSYN3-PWY	0.0	0.0	18.359822132012233	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	55.03446890482482	0.0	0.0	0.0	29.96069776502859	0.0	0.0	0.0	0.0	0.0	0.0	58.42473799669049	0.0	0.0	0.0	0.0	37.160996058549706	0.0	0.0	0.0	0.0	39.91930439424085	0.0	13.941580441351524	0.0	50.22752489573347	38.561365789820314	0.0	63.72021057841032	0.0	0.0	0.0	4.946072186836518	43.44820322585155	0.0
