pathway	1_demultiplex.bc1005--bc1101.hifi_reads	1_demultiplex.bc1007--bc1056.hifi_reads	1_demultiplex.bc1007--bc1096.hifi_reads	1_demultiplex.bc1008--bc1082.hifi_reads	1_demultiplex.bc1012--bc1065.hifi_reads	1_demultiplex.bc1015--bc1044.hifi_reads	1_demultiplex.bc1015--bc1082.hifi_reads	1_demultiplex.bc1020--bc1107.hifi_reads	1_demultiplex.bc1022--bc1059.hifi_reads	1_demultiplex.bc1024--bc1100.hifi_reads	2_demultiplex.bc1005--bc1083.hifi_reads	2_demultiplex.bc1007--bc1045.hifi_reads	2_demultiplex.bc1007--bc1075.hifi_reads	2_demultiplex.bc1008--bc1101.hifi_reads	2_demultiplex.bc1012--bc1101.hifi_reads	2_demultiplex.bc1015--bc1033.hifi_reads	2_demultiplex.bc1015--bc1060.hifi_reads	2_demultiplex.bc1020--bc1096.hifi_reads	2_demultiplex.bc1022--bc1056.hifi_reads	2_demultiplex.bc1024--bc1056.hifi_reads	3_demultiplex.bc1005--bc1035.hifi_reads	3_demultiplex.bc1005--bc1096.hifi_reads	3_demultiplex.bc1007--bc1035.hifi_reads	3_demultiplex.bc1007--bc1044.hifi_reads	3_demultiplex.bc1007--bc1056.hifi_reads	3_demultiplex.bc1007--bc1096.hifi_reads	3_demultiplex.bc1008--bc1035.hifi_reads	3_demultiplex.bc1008--bc1082.hifi_reads	3_demultiplex.bc1012--bc1035.hifi_reads	3_demultiplex.bc1012--bc1044.hifi_reads	3_demultiplex.bc1012--bc1065.hifi_reads	3_demultiplex.bc1012--bc1107.hifi_reads	3_demultiplex.bc1015--bc1035.hifi_reads	3_demultiplex.bc1015--bc1044.hifi_reads	3_demultiplex.bc1022--bc1035.hifi_reads	3_demultiplex.bc1022--bc1059.hifi_reads	3_demultiplex.bc1022--bc1100.hifi_reads	3_demultiplex.bc1024--bc1035.hifi_reads	3_demultiplex.bc1024--bc1089.hifi_reads	4_demultiplex.bc1005--bc1060.hifi_reads	4_demultiplex.bc1007--bc1096.hifi_reads	4_demultiplex.bc1008--bc1096.hifi_reads	4_demultiplex.bc1012--bc1096.hifi_reads	4_demultiplex.bc1015--bc1044.hifi_reads	4_demultiplex.bc1015--bc1082.hifi_reads	4_demultiplex.bc1015--bc1096.hifi_reads	4_demultiplex.bc1020--bc1065.hifi_reads	4_demultiplex.bc1020--bc1096.hifi_reads	4_demultiplex.bc1024--bc1044.hifi_reads
ASPASN-PWY	0.0	0.0	13.597523219814242	0.0	37.302064580380744	0.0	0.0	22.666666666666668	0.0	0.0	0.0	0.0	0.0	5.7142857142857135	35.691699604743086	0.0	0.0	0.0	0.0	88.33559711628878	0.0	0.0	14.358974358974361	0.0	0.0	133.20910075839652	0.0	0.0	0.0	0.0	32.32123552123552	0.0	0.0	0.0	11.40119760479042	0.0	0.0	8.187234042553191	4.64516129032258	60.1932898562112	86.04445671683006	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AST-PWY	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	128.23529411764704	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.5	0.0	0.0	0.0	0.0	15.555555555555557	0.0	0.0	0.0	0.0	0.0	0.0
BIOTIN-BIOSYNTHESIS-PWY	24.63687150837989	0.0	66.7688200284713	0.0	56.04665186891699	0.0	0.0	34.67605747693403	0.0	42.666666666666664	0.0	0.0	0.0	0.0	176.17922655365857	0.0	9.333333333333334	3.999999999999999	40.63918982352914	0.0	0.0	10.75654772417859	20.048595292331054	37.796364764330065	49.39812686883435	330.95527619191233	0.0	0.0	0.0	28.156424581005588	82.4366836081332	0.0	0.0	0.0	21.9801633605601	205.7770091818618	0.0	43.56911361020101	0.0	149.63718744129588	167.81486490997065	18.422976501305484	184.51788864838082	35.92200577568955	0.0	75.5150773815392	29.679935757714805	171.74817207268458	0.0
BRANCHED-CHAIN-AA-SYN-PWY	26.479859894921194	55.630118890356684	83.02629245945123	10.000000000000002	94.28638043094217	15.930752771834273	38.83531794140765	34.78185181155478	0.0	37.64705882352941	20.962324766355135	20.950747365841703	0.0	14.634146341463415	210.66014688375097	1.4634146341463414	8.88888888888889	3.5294117647058827	81.86225329909158	74.49438137197575	63.430749406774616	30.260882098587487	27.59907230009075	50.00989559966277	129.38065632833124	422.422444560658	0.0	0.0	21.730952810960037	29.541530788413585	130.32110275021643	102.04081632653062	18.66666666666667	15.008025682182987	46.935401233568136	251.35204390918247	29.352639027721416	36.934937946596456	6.907894736842104	277.9745662060076	296.5211329346266	61.31083111778985	295.3380101884563	64.28641738916623	61.2671860231281	89.20187728165169	32.99923964885602	293.17969245194024	33.07674245933785
CALVIN-PWY	26.2575976845152	34.153461217681404	66.13104677742172	7.636363636363638	83.22368975008497	10.585332419465388	27.09896396110087	32.03949598408371	0.0	38.400000000000006	12.877245508982035	9.7994923857868	0.0	10.344827586206895	153.27622288912508	0.0	0.0	3.5999999999999996	67.40411952520611	84.72664359861591	39.32558407181494	19.403733060598313	34.704142011834314	35.56509540121055	92.59536377670435	300.1203377977828	0.0	0.0	14.987864077669903	24.917600527356626	92.31963000305639	62.06896551724138	15.272727272727275	8.764044943820226	36.251011708843684	188.75703899061978	19.846055163566387	43.47351524879614	7.605633802816902	228.3311036707302	248.42269340974212	38.62068965517241	206.28900767725173	43.66718801448798	41.7630155313827	73.31973334112652	27.187576624438087	204.65044341110183	20.696503093970357
CATECHOL-ORTHO-CLEAVAGE-PWY	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	19.072847682119203	0.0	0.0	12.0	0.0	0.0	125.12755102040815	0.0	0.0	0.0	0.0	29.84873949579832	0.0	0.0	0.0	9.411764705882353	0.0	0.0	0.0	4.48	64.75073313782991	100.02389486260454	0.0	21.812668743509867	0.0	0.0	0.0	0.0	0.0	0.0
CENTFERM-PWY	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	25.51928663707113	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CHLOROPHYLL-SYN	0.0	0.0	13.707112970711298	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	55.214707736515706	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
COA-PWY	22.23529411764706	28.0	52.0	7.0	78.5468253968254	9.0	27.650791633571615	27.0	0.0	32.0	11.0	9.0	0.0	10.0	125.5	1.3333333333333333	8.0	3.0	58.0	61.0	34.0	17.0	23.0	28.0	83.0	250.0	0.0	0.0	13.0	20.0	70.0	50.0	14.0	8.181818181818183	26.0	160.49689440993788	17.0	30.5	5.0	155.0	180.0	33.88235294117647	172.29526462395543	37.0	37.0	59.0	22.0	172.0	17.0
COBALSYN-PWY	18.26086956521739	28.799999999999997	48.387352115073625	0.0	59.24088192218177	4.16	27.329999999999995	21.40414507772021	0.0	32.91428571428571	11.219999999999999	9.257142857142858	0.0	5.142857142857142	128.04711510582777	0.0	0.0	3.0857142857142863	29.08993288590604	0.0	24.980474617002105	8.114917127071823	11.314285714285715	28.799999999999997	20.937323546019197	257.1428571428571	0.0	0.0	6.237082066869302	20.57142857142857	63.882046834345196	51.42857142857143	0.0	6.191082802547772	12.413793103448278	138.07686148919134	9.339246119733925	24.770120988953185	1.0285714285714285	147.25513534267614	82.08197170241898	28.799999999999997	106.37404362618953	22.79414634146341	17.672727272727276	50.53368700265253	20.599455040871934	132.21117061973987	13.422562141491396
CODH-PWY	0.0	16.8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	19.384615384615387	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
COLANSYN-PWY	0.0	33.72567774618948	48.40955088379676	0.0	63.827892167232974	8.137310911845798	3.1527171686021345	22.688259618368775	0.0	0.0	10.704319412311873	5.762757300143608	0.0	0.0	117.50660864161931	0.0	0.0	0.0	49.2655653645515	55.97578077561521	39.67895968263426	9.557457754065622	0.0	27.57635003622208	79.41040486125299	244.80604919144122	0.0	0.0	11.85806977217842	13.257575757575758	81.18831572533882	57.4712643678161	0.0	7.814761215629522	26.53083717427129	138.6648070850861	16.361394396597642	17.54864099681665	0.0	166.93363931342734	138.05836558187676	32.765957446808514	161.23874031879765	33.73273748617004	32.063425658923066	36.346797160317834	17.471612113491837	161.2919691550917	18.47534571146749
COMPLETE-ARO-PWY	26.6431718061674	32.77181215506425	64.46339826018509	7.000000000000002	82.68086597159225	10.010695187165775	29.380317431319003	23.478260869565215	0.0	39.38461538461539	12.31275720164609	12.65934065934066	0.0	12.631578947368421	144.7403694730127	1.5	8.533333333333333	3.6923076923076925	67.75295254300833	73.31825525040387	40.70637715989202	19.919790758500437	31.598967081082908	34.156131891046535	93.86029607980177	334.62549670292333	0.0	0.0	15.217558721601847	24.83370288248337	91.65067775812251	57.14285714285714	14.933333333333337	9.295774647887324	31.946461435502755	192.40705791575832	19.900945520036018	40.09789950060595	6.671418389166073	185.77234507926985	248.70182683003233	35.48514851485148	204.27302504024613	41.53151010701546	42.87230015298053	71.43023607413363	27.39468807906115	206.01947341130384	19.245283018867923
CRNFORCAT-PWY	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	34.83870967741935	0.0	0.0	17.01818181818182	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	16.421052631578945	0.0	0.0	0.0	6.055045871559633	0.0	91.82226952241587	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
DAPLYSINESYN-PWY	24.071399855270567	27.643539147040105	52.75412944351386	7.411764705882355	39.674934776615835	7.411764705882352	27.02281754415617	18.47029571186642	0.0	33.88235294117647	12.272508682874697	10.51521298174442	0.0	9.310344827586206	138.33950029977655	0.0	8.0	3.176470588235294	48.54286113830234	33.12695916476862	30.85108891888815	18.24390243902439	24.652977412731012	30.32085561497327	66.74690179470268	311.4527033053893	0.0	0.0	10.881	21.42857142857143	83.92286580378736	54.545454545454554	0.0	7.509933774834438	27.229140540698182	158.80918627728948	15.052919254658384	34.58208502519445	5.4	181.59640060763536	209.10936998484857	35.136600625651724	188.6226053193892	39.836236933797906	34.11365912277188	64.01160380187487	23.003442340791736	170.6617559044243	17.154474048975818
DENOVOPURINE2-PWY	0.0	0.0	0.0	0.0	78.3523734391109	0.0	7.809983415682399	33.564660005732996	0.0	0.0	0.0	0.0	0.0	9.536031589338595	119.63397862195383	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	25.146204549741533	0.0	0.0	0.0	0.0	90.31039217003146	0.0	0.0	0.0	0.0	0.0	0.0
DHGLUCONATE-PYR-CAT-PWY	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	122.75728155339804	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
DTDPRHAMSYN-PWY	24.60355029585799	31.786310517529216	53.99148936170212	7.0	98.12179342370939	9.882352941176471	31.234285714285715	37.94594594594595	0.0	32.0	11.932203389830509	10.105263157894738	0.0	10.0	142.89526689666027	1.1428571428571428	0.0	3.0	63.40372670807452	68.24274406332454	41.59561480004983	18.73469387755102	23.0	28.0	91.24735729386892	294.74548440065684	0.0	0.0	14.246575342465754	20.0	75.24929063640049	50.0	16.000000000000004	7.82608695652174	28.689655172413794	152.0	18.478260869565215	33.43703703703703	5.0	160.77639751552795	189.8514464425332	32.0	177.96432358555035	37.0	40.55769230769231	59.0	22.46808510638298	181.22926829268292	17.85
ECASYN-PWY	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.302631578947368	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENTBACSYN-PWY	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	15.86	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
FAO-PWY	21.30710969948693	0.0	0.0	0.0	84.5662678059059	9.132131574056867	63.67346938775509	26.171243941841677	0.0	0.0	14.945569136745606	13.165037350178945	0.0	0.0	94.90964093265855	1.0	0.0	0.0	48.71479443185497	0.0	22.36658231672773	39.52124240679163	15.79251770652717	0.0	62.72720070920648	374.53940467517054	0.0	0.0	0.0	0.0	99.70126947309215	0.0	15.272727272727273	3.7622950819672134	25.43905305574211	47.089550564706094	0.0	23.766913221020598	3.730909090909091	188.9411273361019	200.29231912400633	19.462590506838293	216.78656180750588	30.945456602919542	11.90220411187257	24.230916599259228	0.0	0.0	9.773012432987338
FASYN-ELONG-PWY	37.89473684210526	77.25321888412017	126.56728128677912	0.0	141.71144345793203	18.936094252052836	2.5811034112256093	43.22463883156056	0.0	64.0	24.60124901299261	31.952662721893493	0.0	7.5675675675675675	277.08641834033006	2.7586206896551726	10.666666666666666	6.0	98.22147304688842	57.03947368421052	67.93628434705234	19.346253624294217	26.925373134328357	79.26641082609574	127.13900326565384	602.9894378796657	0.0	0.0	22.896790980052035	48.81355932203389	174.53904870309893	157.89473684210523	17.230769230769234	23.71734863354975	53.41935483870969	415.7303449848786	33.08652604390874	57.89640924440304	2.9243697478991595	332.9138764185906	294.189608298999	88.61538461538461	356.72897250358744	87.64143850061436	62.5291990276872	131.14330550012593	51.8918918918919	394.16911367035635	46.13914747672709
FASYN-INITIAL-PWY	21.507025529388486	29.77255496588325	56.46776330315743	0.0	64.91084630820828	6.635944700460829	0.0	35.63852367341866	0.0	36.92307692307693	7.040816326530613	11.550802139037433	0.0	0.0	154.5079389971875	0.0	9.230769230769232	3.461538461538462	45.149887181691206	0.0	26.628522017496252	11.689027311931001	17.88733465105671	32.30769230769231	59.99377648697508	335.4722153002741	0.0	0.0	9.75	23.076923076923077	80.07595545286242	57.69230769230769	0.0	8.035714285714285	35.29703890136991	172.3160370565929	13.909090909090908	38.297511312217196	2.04626334519573	186.07736612117256	188.70678801932752	38.57442348008386	211.41672736449834	32.47340425531915	27.668621700879765	61.66440235850339	24.264705882352942	171.2863070539419	17.26072138596989
FERMENTATION-PWY	16.868410777040218	0.0	24.306596858638745	0.0	50.55723234696543	0.0	0.0	0.0	0.0	0.0	0.0	9.811499928778312	0.0	0.0	96.08645175589128	0.0	0.0	0.0	16.377748309335118	57.38935650285093	16.660137613062396	0.0	0.0	0.0	58.34158612462477	206.6907350723505	0.0	0.0	11.34080349822356	0.0	48.756460017515586	0.0	0.0	0.0	14.425307557117751	0.0	17.987282746926663	29.417776765533755	0.0	0.0	117.86656226830617	11.987513007284079	126.24521438083259	0.0	31.105828947250842	0.0	6.394463667820069	104.01952855119848	0.0
FOLSYN-PWY	20.298329355608594	0.0	50.44878861567254	0.0	75.06909586433582	0.0	5.191514574103439	26.71818601671558	0.0	32.0	0.0	0.0	0.0	0.0	129.51721348481266	0.0	8.0	3.0000000000000004	42.872228088701156	41.71706355429109	0.0	12.868944109744497	23.221153846153847	26.037676772947876	65.4155937922867	270.98353256534506	0.0	0.0	0.0	19.74405850091408	65.60185978212839	0.0	0.0	0.0	25.18620427010687	143.8396218624283	0.0	31.578701904391757	4.982698961937716	157.61118213183656	181.5662528725454	23.168715083798883	158.74024100987026	36.291742350146706	0.0	58.86472645724901	21.741176470588236	148.15220231585863	0.0
FUC-RHAMCAT-PWY	0.0	0.0	0.0	0.0	9.648516872696813	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
FUCCAT-PWY	0.0	0.0	0.0	0.0	5.230448383733055	0.0	1.7450264042246761	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GALACT-GLUCUROCAT-PWY	0.0	0.0	0.0	0.0	25.16767705046629	0.0	0.0	16.57039711191336	0.0	0.0	0.0	0.0	0.0	5.999999999999999	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.021052631578948	0.0	0.0	7.3125	0.0	25.3182217472889	30.64002981682563	0.0	27.438896769842565	0.0	0.0	0.0	0.0	0.0	0.0
GALACTARDEG-PWY	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	21.296928327645052	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GALACTUROCAT-PWY	0.0	0.0	0.0	0.0	46.758154106604415	0.0	0.0	19.615384615384617	0.0	0.0	0.0	8.303130148270181	0.0	6.25	35.025179505537444	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	24.907292954264523	0.0	0.0	2.173913043478261	10.785498489425981	25.431983579025935	0.0	7.222222222222221	0.0	65.01631520985438	67.67252786677682	0.0	34.14773911231507	0.0	7.644628099173554	0.0	0.0	0.0	0.0
GALLATE-DEGRADATION-I-PWY	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	23.0	0.0	31.0	0.0	0.0	0.0	0.0	0.0	0.0
GALLATE-DEGRADATION-II-PWY	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GLCMANNANAUT-PWY	0.0	0.0	0.0	0.0	40.1913128541017	0.0	0.0	0.0	0.0	0.0	0.0	8.88888888888889	0.0	6.521739130434783	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	19.85294117647059	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	20.50237184978711	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GLUCARDEG-PWY	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	21.296928327645052	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	28.21216465287733	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GLUCARGALACTSUPER-PWY	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	21.296928327645052	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GLUCONEO-PWY	15.874015748031496	28.745144864879702	40.81800741613918	9.205479452054796	81.91237651705076	7.817449664429529	0.0	30.160898316798303	0.0	0.0	10.777245772018448	10.70722433460076	0.0	9.160305343511451	129.44134106990592	0.0	0.0	0.0	0.0	88.1204158599512	30.401505213456442	16.858674799547444	29.991268070243525	24.618512951993637	68.71622108554241	250.05354289017603	0.0	0.0	11.023709902370994	10.606060606060606	71.36774866122974	53.333333333333336	0.0	8.135593220338983	31.102478918881875	124.70539709905184	15.132667617689016	14.519407416571303	7.57542936716695	154.83374002069075	208.71557845746102	34.35143769968052	152.8921203569017	37.148465071307704	32.797218779285956	45.475814095240594	13.19214753123141	147.88763614242976	17.351965228770386
GLUCOSE1PMETAB-PWY	0.0	0.0	14.884615384615383	0.0	0.0	0.0	1.33	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	23.606557377049178	0.0	3.428571428571429	0.0	0.0	27.870967741935484	167.22649572649573	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.716216216216216	0.0	0.0	19.227799227799228	0.0	26.56934306569343	0.0	0.0	0.0	0.0	0.0	0.0
GLUCUROCAT-PWY	7.199999999999999	0.0	0.0	0.0	22.426611241993875	0.0	0.0	16.363636363636363	0.0	0.0	0.0	9.233587786259543	0.0	6.666666666666666	0.0	0.0	0.0	0.0	0.0	21.217391304347824	0.0	0.0	14.399999999999999	0.0	0.0	0.0	0.0	0.0	0.0	0.0	23.020436024405868	0.0	0.0	0.0	13.28372093023256	0.0	0.0	7.8	4.909090909090908	25.715599376740148	81.29714946982894	0.0	28.812131423757375	0.0	7.025316455696203	0.0	0.0	0.0	0.0
GLUTORN-PWY	21.976744186046513	28.000000000000004	53.581081081081074	7.777777777777779	71.33041458184417	10.058823529411764	27.58603226033669	27.0	0.0	32.0	10.999999999999998	9.863013698630137	0.0	10.0	134.8006415195887	1.1111111111111112	8.0	3.0000000000000004	65.94243044682645	67.77777777777777	35.82917359955629	17.673267326732674	24.693251533742334	28.000000000000004	92.34437086092716	332.0269270415036	0.0	0.0	13.978494623655914	20.0	96.05925237652777	50.0	16.153846153846153	7.7586206896551735	27.28395061728395	155.28846153846155	18.162393162393162	30.499999999999996	5.487804878048781	185.2890949011954	196.31906439763097	30.270270270270277	180.6467347688324	39.26530612244898	39.79245283018868	60.76119402985075	22.3728813559322	179.3050193050193	18.162393162393162
GLYCOCAT-PWY	0.0	16.254980079681275	32.202062410419344	7.5505617977528106	47.776367683236366	5.538461538461538	2.5365596650383813	18.641318706564817	0.0	0.0	0.0	0.0	0.0	13.333333333333332	87.78414378456799	0.0	0.0	0.0	0.0	54.51272211752514	34.43076276528683	3.6058097766671877	15.628960496157477	16.375293197810787	44.203863363527226	197.09196846915543	0.0	0.0	10.064516129032258	6.906474820143885	41.42919376822583	0.0	0.0	0.0	16.64	81.96204707248846	13.26829268292683	13.831395348837209	5.343228200371057	139.89828260019794	160.82381907376734	0.0	128.8864583157081	0.0	23.140065146579808	30.85296952539367	9.172638436482085	106.1332292682927	8.997455470737915
GLYCOGENSYNTH-PWY	8.400000000000002	19.142091152815016	17.533813632094045	7.777777777777779	66.68371839771987	5.421686746987952	0.0	0.0	0.0	0.0	0.0	8.765217391304349	0.0	12.5	0.0	0.0	8.0	0.0	33.495	66.33596846588014	30.94548012662681	3.7681159420289863	14.838709677419358	0.0	60.20975659126563	169.04122471094243	0.0	0.0	9.680851063829788	0.0	62.42608772394317	0.0	0.0	4.639175257731959	13.684210526315793	61.72544683174473	11.724137931034482	9.485645933014352	4.545454545454546	128.62543152577675	127.59444013016062	8.23529411764706	65.64193769158356	23.319327731092436	26.38146167557932	18.18709792709078	4.112149532710281	77.46516744072353	7.198697068403909
GLYCOL-GLYOXDEG-PWY	0.0	0.0	0.0	0.0	21.99600798403194	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	24.670551322277007	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GLYCOLYSIS	23.79020979020979	22.359859424475456	49.536964949632974	7.875	90.28258667803415	7.685730670976488	8.935459013398578	32.13722798318761	0.0	0.0	9.435920577617328	9.412563667232599	0.0	11.20331950207469	138.5998422473049	0.0	8.0	0.0	59.741921357967314	81.33163589898112	34.632391001547354	17.911501684023072	30.204619652683046	21.862082912032356	73.15010359593946	205.8073381180224	0.0	0.0	10.76761619190405	15.684647302904562	79.86619420351174	0.0	0.0	5.934065934065934	32.23256541605917	148.80427616926505	13.812499999999996	24.077702575530576	6.920467395401433	161.52718216947522	226.39495073992427	20.059701492537314	186.58268018983344	28.347922277799153	30.53919113073252	55.77799619141225	19.069320953654888	140.0865151149453	10.13724562233791
GLYCOLYSIS-E-D	15.75229491476031	17.036051984803006	43.386934227851235	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.653473827997257	9.73682788435558	0.0	0.0	101.50451106410546	0.0	0.0	0.0	14.805407459719504	75.22042999635948	23.62271905475876	14.070309830322916	28.56124179312144	0.0	49.31267306206454	202.6990442748192	0.0	0.0	0.0	0.0	47.24904120370502	0.0	0.0	0.0	31.00447987653958	0.0	0.0	17.53685353827205	6.7127910901113745	119.82408622769454	211.5323709968798	19.095081967213115	122.85493299195768	26.87844947090175	18.213830321608427	29.41568090750688	0.0	0.0	0.0
GLYCOLYSIS-TCA-GLYOX-BYPASS	16.15414117432198	0.0	0.0	0.0	63.137054208021695	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	96.43771006318492	0.0	0.0	0.0	0.0	45.29393868344736	17.623479988479986	12.56467817373175	24.043581614870458	0.0	0.0	220.78798846384572	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	27.863849060633722	0.0	0.0	19.638225311858548	6.339414168153306	121.40352255797627	194.6961990760062	15.985198889916745	130.16638523524213	0.0	0.0	0.0	0.0	0.0	0.0
